clean_text,retweets,favorites
I love walking on cars sm,0.0,1.0
"latimes Decades ago, before buildings and cars covered Los Angeles, owls were a common sight here … """"",0.0,0.0
VIDEO: Automotive Design Elained — How Cars Went From BOXY To CURVY -   AutoSpies.com ,0.0,0.0
I have detailed Tesla model S's and I can tell you they are neat cars .,0.0,1.0
Those who are in rn lemme tell ya is hype as fuck like flying cars and shit everywhere fam its the future,0.0,10.0
"Happy New Year, folks and folkesses! Let's hope we don't get run over by driverless cars in ! xx",0.0,0.0
no cars available for and is being a tsotsi by the second Hahaha it… .,0.0,0.0
TLDR: Don't get self-driving cars . I need a kidney.  …,2.0,6.0
Quite Possibly the Best Burnout of All Time VIDEO:  ,0.0,0.0
It's nights like these i wish kayla and i had two cars,1.0,1.0
"I call this the cars with it's eyeliner on fleek! "" made with promarkers and pencils """,0.0,0.0
Urge to clean up pollution from cars and trucks. Sign 's petition:   zGTekE.twitter …,0.0,0.0
"Went to rally's No fighting People were sweet Said the Pledge of Allegiance, prayer Outside people jumping on cars",0.0,0.0
"Somebody just said that girl looks like she's been chasing parked cars "". FUCKING DYING.""",0.0,1.0
"Top story: Self-driving cars will exacerbate organ shortages. . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html … , see more  ",0.0,0.0
"Self-driving cars will exacerbate organ shortages"" . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html …""",0.0,0.0
"What do I do? Well, I post obnoxious gifs and set up punchlines for young Matthew. Also, I wreck cars . A lot.""""",0.0,1.0
Why People Prefer Used Hybrid Cars ?   ople-prefer-used-hybrid-cars-2/ …,0.0,0.0
Wishing you a very Happy New Year from all at Metro Cars,0.0,1.0
"It's almost time, Happy New Year Manchester from all at Cresta Cars",0.0,1.0
i need friends w cars,0.0,1.0
I went through cars and more alcohol than I'd like to admit too in . My New Years resolution is to keep kickin ass,1.0,1.0
The Import ert dlc problem with the cars happen to me and still hasnt gotten fixed help,0.0,0.0
We're jammed in the Longos parking lot trying to leave after the game. Pls get security to direct traffic and get cars out.,0.0,0.0
secrets about cars you probably didn't know  ,1.0,0.0
"You won't believe what I just eerienced in the future! Flying cars , hoverboards, ps4.5 pro ultimate second strike HD edition and more!",0.0,0.0
eBay: CLASSIC WOLSELEY HORNET CC     ukdeals.rssdata.net,0.0,0.0
you turn the volume up as the cars crash,0.0,0.0
"you and me, we're bumper cars byyugaflake - OH MY GOD - oH my goD - - fluff but with angst? - the end. i   chapters/20721412 …",2.0,3.0
"Danielle was saying that cars manufacturers don't take into account the climate change & how it effects the sensors in the northeast""""",0.0,0.0
good cars last a long time and the feel of a paid for seat is sweeter than leather,0.0,1.0
Lol yeah everything is cool.. everyone was safe and came out without a scratch. These cars are GOAT For taking them hits,0.0,0.0
Hello happy new year bel7infos site d'infos international music reports cars movies arts e . bel7infos.eu,0.0,0.0
you turn the volume up as the cars crash,0.0,0.0
let's waste time chasing cars around our heads,0.0,3.0
"Drive my own cars , and wear my own clothes",0.0,0.0
So if you take illegal drugs the police recommend a taxi? There are far more illegal drug users NOT driving cars .,0.0,0.0
Me gustó un video de   DIY Orange Lightning McQueen Play Doh Modelling Compound Cars New Movie Disney,0.0,0.0
I've been in line at the drive through for minutes and they've served three cars,0.0,0.0
Top Insane Engine Swaps   We like the Hayabusa golf cart!,0.0,0.0
Las Vegas Blvd still full of cars . In about an hour all roads will b closed to the Strip. . THdtZ2FCUW98MXlwS2RMb3dkTmFLVy_DRRJqppsmmdBo5-BTsCMi7bcXklg4Ej-Wt4-Wsn8l …,0.0,0.0
"Good Day! In I've HELPED many to GETTING their DREAM HOMES, CARS , and just CHANGING… .",0.0,0.0
Self-driving cars will exacerbate organ shortages unless we start preparing now: . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html?wpsrch_all_dt_tw_top … via,0.0,0.0
Cars isn't a bad movie,0.0,1.0
"nice to see a large presence out tonight cars and a van seen walking from just neston to Parkgate, happy new year ppl",0.0,1.0
im imagining a dramatic scene of you biking in the rain with a melancholic music playing and cars passing by and all that,0.0,0.0
I feel like I should also point out that if there are other cars on the road at night you do not need to drive with your highbeams on,0.0,0.0
Please RT? Honda Civic Coupe L Manual - Instrumented Test  ,0.0,0.0
If you want to chg BC to electric cars you need siteC's. Or will you be using coal,0.0,0.0
what's like? Who am I dating? Do the cars fly?,0.0,0.0
"Jaw dropping city!!! Check out that background!!!! , all it's missing is flying cars Bless up! Alex Acosta  ",0.0,0.0
"Cars Official US Teaser Trailer , , , , , ,   l-us-teaser-trailer/ …",0.0,0.0
"I'm going to read you and me, we're bumper cars first and then read rix's new fic",0.0,2.0
Bandas have nicer cars than rappers now a days,0.0,0.0
"Note to self: must help win fewer Championships in , cos theyz pantsz wid da fast cars , fo sure",0.0,0.0
Please RT? Mercedes-Benz E400 MATIC Coupe Tested: Sometimes Big Power Isn?t Everything  ,0.0,0.0
¤ Pixar Cars Diecast No.43 The King Hauler Mack Cars Plastic Truck For Kids Toys  ,0.0,0.0
checking out cars with son. He wants the eensive one of course.,0.0,2.0
Please RT? Mercedes-Benz E400 MATIC Coupe Tested: Sometimes Big Power Isn?t Everything  ,0.0,0.0
IT news: Self-driving cars will exacerbate organ shortages  ,0.0,0.0
That Could Skyrocket in Value in (PopMech)  ,0.0,2.0
Why Google co-founder Larry Page is pouring millions into flying cars . /12/30/14105960/flying-car-future-elained?utm_campaign=vox&utm_content=entry&utm_mediumcial&utm_source=twitter … via,1.0,1.0
Please RT? Chevrolet Silverado HD &;4 High Country Diesel Crew Cab - Instrumented..  ,0.0,0.0
"Police Officers Thought They Found Stolen Cars , But What These Actually Are Is Horrifying.  ",0.0,0.0
Please RT? Audi R18 Revealed at Sebring | Road and Track  ,0.0,1.0
Please RT? Honda Civic Coupe L Manual - Instrumented Test  ,0.0,0.0
billion smart cars have finished manufacturing. Global use is eected this time next year under threat of a change .org petition,0.0,1.0
Please RT? Mercedes stand to benefit from rivals' switch-off | F1 season  ,0.0,0.0
Everyone washing their cars and it's already sprinkling,0.0,0.0
"Yeah, and I know with Fasten you can schedule cars .",0.0,0.0
thelavishsociety: The SLS AMG Black Series by Etic Hyper Cars | LVSH ,0.0,0.0
There are quite a few more cars her than I was eecting,0.0,0.0
Please RT? September U.S. Auto Sales: Five Takeaways  ,0.0,0.0
"The Cars People Regret Buying Most, According to Consumer Reports   e-regret-buying-most-according-to-consum-1790567505?utm_mediumharefromsite&utm_source=Lifehacker_twitter …",0.0,0.0
I love watching people wander around parking lots having forgotten where they put their cars . This is me literally every time I go anywhere,0.0,0.0
Just saw this & go Noles  us/814992609047412736 …,0.0,9.0
Please RT? Mercedes-Benz E400 MATIC Coupe Tested: Sometimes Big Power Isn?t Everything  ,0.0,0.0
"Cookie Cutters, Fast Cars and Post-Christmas Cheer - Culture Collection  turecollection-16/ …",1.0,2.0
EV cars won't take off in Europe until after due to high battery and electricity costs . report-predicts-euro-ev-adoption-will-take-off-after-2025 … via,0.0,0.0
My favorite part of Twitter is being trolled by people who dry off recently tunnel-washed cars for a living...,0.0,0.0
"We need to program self-driving cars to crash at random to snatch them kidneys Fam, my latest for   Vox.com",0.0,0.0
Tesla Rolling Out Autopilot Software Updates to Cars  ,0.0,0.0
Mass production of hydrogen cars %:   via,0.0,0.0
Miami_Sports Detroit Pistons at Miami HEAT Game Preview - The Miami HEAT host the Detroit Pistons Sunday night ...  ,0.0,0.0
A super one of my favourite cars of . … .,0.0,0.0
someone on my snap posted pictures of cop cars while he's driving... how stupid do u have to be to break a law right in front of cops,0.0,1.0
Amazing Animated Video Is An Emotional Reminder Of How Central Cars Are To Our Lives  ,35.0,9.0
"Electric Cars , Electric Bikes and Scooters, Electric Bikes In India . ctric-bikes-scooters.html …",0.0,1.0
NEW Style Spidermans with Amazing Spiderman and Lightning McQueen Disney Cars | Nursery Rhymes . ermans-with-amazing-spiderman-and-lightning-mcqueen-disney-cars-nursery-rhymes_da1027797.html?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
walking home and the only cars i've seen are taxi's and police,0.0,0.0
Technology Is The Key To Volvo’s Death-Proof Cars ... ,0.0,0.0
Project Cars : Using G29 and controller alternately?  ,0.0,0.0
"Innovative Electric, Autonomous Cars Star at CES : Environment News Service: LAS VEGAS… ",0.0,0.0
Project Cars : PRT - Hauptthread - Highspeed Trophy [Start: 1.2017]  ,0.0,0.0
Project Cars : SiR DTM Cup - Saison  ,0.0,0.0
Project Cars : Gernot´s Endurance Series Infos & Anmeldung  ,0.0,0.0
"ALL THE FANCY CARS , HOLLYWOOD BLVD, HEAR THE CROWD CALLING YOUR NAME",0.0,1.0
DOG FOUND!!! PLEASE SHARE!!! This poor baby was running around my neighborhood running from cars … .,0.0,0.0
Someone want to buy these cars if so plz dm him  atus/813438493133258752 …,0.0,0.0
i really want to date frank ocean but i feel like i don't care abt cars enough,1.0,0.0
how did you choose the cars to test on?,0.0,0.0
"I liked a video from   GTA PC Online - Flying Cars , Ramp Cars , Ugly Masks, and Rocket",0.0,0.0
Cash For Cars Ireland : Cork : Google+  /posts/X32E3A1kT6c …,0.0,0.0
this island is so weird bc they drive on the left but use cars w wheels on the left,0.0,0.0
My cars a fucking mess smh,0.0,0.0
Can't wait for self driving cars,0.0,0.0
Smh accident already on Atlantic cars flipped over on the sidewalk,0.0,0.0
me the yoga gurus Ferraris British woman wins control of yogi Bikrams empire and luxury cars after ... . d-me-the-yoga-gurus-ferraris-british-woman-wins-control-of-yogi-bikrams-empire-and-43-luxury-cars-after-sex-case-but-theyve-vanished/2320177/ …,0.0,0.0
Top Ten Cars Driven In |  |,0.0,0.0
You'll Never Get Into The Wrong Lyft Again  ,0.0,2.0
"cars , iPhones, bongs, cats, car keyed, windshield broken, goddddaaaaam I'm so happy is finally over lol",0.0,17.0
boosted_ cars with ・・・ jbsvt whipple Cobra! _____ Photo: /… .,1.0,1.0
tlel me ben.... are there robots and flying cars in the future?!?!,0.0,0.0
Children are throwing fireworks underneath parked cars and at bikes. Can you not. Fucking idiots.,0.0,0.0
Not sure if I should be proud the didn't sneak in or insulted that they think I dont know y they keep going to their cars,0.0,0.0
This is the second time my cars been towed in a week ahahaha,0.0,6.0
MSM spreading the word. Use cars to kill westerners. EAST&WEST=WW3  status/815339878066044928 …,0.0,0.0
Self-driving cars will exacerbate organ shortages   …,0.0,0.0
Happy New Year| | | | | | | | | ...  ,2.0,0.0
Self-driving cars will exacerbate organ shortages    ,0.0,0.0
I need some litttt friends that got they own cars,0.0,0.0
"we have new cars , old cars , cars that turn into lions that turn into a giant robot,",0.0,2.0
going to see a lot of faded SEC team logos on cars and fresh Bama ones next to them.,1.0,1.0
You once put up a tweet saying people who don't have cars have no business being in relationships.That was the day I zoned out,0.0,0.0
Just saw a dude get arrested for peeing in between subway cars . Happy New Year. Avoid the bookings y'all.,0.0,3.0
"Firefighter slammed into parked cars , charged with drunk driving - Fox5NY  ",0.0,1.0
Rapper Stars And Their Performance Cars via . -stars-and-their-performance-cars/ …,0.0,0.0
why do all my friends with cars try to kill me on the road,0.0,1.0
Lots of flying cars .,0.0,0.0
Sidewalks and all roads are no place for even emergency vehicles let alone cars buses walker or anything so do...  ,0.0,0.0
"freys phone typing fast: please buy my quality, quality cars , they have wheels including the steering wheel",1.0,2.0
"You are about to take that territory. I give you grace to take territories, there are still more houses,offices, cars to occupy.",0.0,1.0
LMAO. Self-Driving Cars Will Make Organ Shortages Even Worse . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html …,0.0,0.0
They love their new cars . e0NAoPVBBKFlDdPy2QJOuK21Jk0/ …,0.0,0.0
my mom just spent like minutes asking if i know how to steal cars,0.0,2.0
"My best of '16 Book: Stars, Cars & Crystal Meth by J. Sutherland; Movie: Indignation; Album: I Like It When You... (The ); TV: The Crown",0.0,0.0
Looking forward to Project CARS !,0.0,3.0
"Dad told me he doesn't bike so much now as too many cars and also last time he was out, a car slowed down and a young lady pinched his bum!",0.0,4.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
some top recruits in the south are getting some nice cars,0.0,0.0
"RWB993 /18 Model cars are coming out from AUTOart next year. Price will be US150(16,800yen)   el/ …",0.0,0.0
[通常6～10営業] おもちゃ Cars カーズ Plush -by-34-Inch Body Pillow Gray [並行輸入品]  ,0.0,0.0
"x to x is not unreasonable from that perspective. But still, for me, the argument is about more cars on road",0.0,0.0
/12 has to be setting up 'This Life Of Cars '! Your support is massively appreciated!,0.0,6.0
Famous Cars Re-Imagined As SuperModels  ,0.0,0.0
: The Year of Self-Driving Cars and Trucks   /advanced-cars/2017-the-year-of-selfdriving-cars-and-trucks.WGhAyCQ_OKA.twitter …,0.0,0.0
"  by maspick   harshvardhanart.com cars ,mandalasPopular on px : Car Mandala XLII",0.0,0.0
Honestly have the worst luck with cars,0.0,0.0
i have to pay to feed those bastards. I worked x harder then they ever did. And now I'm supposed to buy cars and coal ? No!,0.0,1.0
TeslaMotors: See you in !,0.0,0.0
motoring show? About cars ?,0.0,0.0
", I know it's cold outside but when a car runs a red light cars in front of you, you should still pull them over. Just sayin'.",0.0,0.0
"does excite me truly. A year hopefully full of cars , freedom and general merriment that lacked. I hope you have the same prospects",0.0,0.0
CARS FAST AS LIGHTNING   t-as-lightning …,5.0,1.0
"I've never seen anyone on the streets just cops, parked cars , and buildings, The taxed the hell outta u  t/status/815339912434221060 …",0.0,0.0
C'est pas Cars et Toy Story en,0.0,2.0
Self-driving cars will exacerbate organ shortages ℅ . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html …,0.0,0.0
and then u got cars and Dispicable me in Summer and a scarymovie,0.0,1.0
Top Ten Cars Driven in via B2Community  ,0.0,0.0
"Chinese firms ordered to pay Disney, Pixar 194,000 for copying ' Cars ': Xinhua"" - . N14K0BC …""",0.0,0.0
My friend is hours behind still stuck in I told him we have flying cars in . Lol,0.0,1.0
"/ There are stories to be written about the year of drones, satellites, autonomous cars . VR, IoT, human-brain interfaces and others...",0.0,4.0
Self-Driving Cars Will Exacerbate Organ Shortages Unless We Start Preparing Now  ,0.0,1.0
"You know nothing. Elite with own shops, cars , housing, holiday resorts, foreign ccy, foreign food. Ur just another sucker!",0.0,0.0
"Firefighter slammed into parked cars , charged with drunk driving - Fox5NY  ",0.0,0.0
just impulse-bought a book about the features of Old English AKA remembered why I don't let myself go to the strand,0.0,2.0
it's :32 and Geordan & I already almost got hit... BTW were in two separate cars ... i hate people!! Be safe tonight guys,0.0,0.0
All my niggas into cars and bikes heavy,0.0,0.0
Please RT? September U.S. Auto Sales: Five Takeaways  ,0.0,0.0
But isn't this a really incredibly great PR piece for cars ?,0.0,2.0
Please RT? ?02 Ducati ST2 - DVMC Motorcycles  ,0.0,0.0
Jumping in some project cars ,0.0,0.0
Guess Porsche is unlocking the chain for their cars to be licensed in video games and racing sims.,0.0,0.0
Trains for Kids with Spiderman and Lightning McQueen - Cars Cartoon w/ Children's Songs & Superhero -   ins-for-kids-with-spiderman-and-lightning-mcqueen-cars-cartoon-w-childrens-songs-superhero/ …,0.0,0.0
"Firefighter slammed into parked cars , charged with drunk driving - Fox5NY  ",0.0,0.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
I'm gonna have more cars then friends,0.0,0.0
"I could be resting peacefully in hell rn but nooo, cars have to have airbags and seat belts. Fake.",0.0,0.0
Chasing Cars / Snow Patrol ( )   ckhits.m3u …,0.0,0.0
Please RT? BMW R nineT Scrambler Launch  ,0.0,0.0
"Innovative Electric, Autonomous Cars Star at CES  ",0.0,0.0
Please RT? ?02 Ducati ST2 - DVMC Motorcycles  ,0.0,0.0
"People who carry purses, leave valuables in their cars when pumping gas, or doing other things, pay attention.  ",0.0,0.0
"It's and flying cars and hoverboards didn't appear outta me arse when it hit midnite, where to go for a refund?",1.0,2.0
"In a category brimming with better cars , the new Altima is a lackluster choice. . ssan-altima-quick-drive-review/ …",1.0,0.0
Self-driving cars will exacerbate organ shortages: . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html … Comments:  …,0.0,2.0
man having a fever is so great I'm in my underwear watching Counting Cars in the living room sipping on Gatorade,0.0,5.0
Cars and fireworks don't mix. Happy New Year!  ,0.0,0.0
My parents want to sleepover RI but i have work so they said we're bringing cars . But my parents like to switch up last minute,0.0,0.0
I never tweet about anything but cars but that's cause I like cars,0.0,1.0
Please RT? Out of the Dark: The Future of Automotive Headlights  ,0.0,0.0
Tesla Rolling Out Autopilot Software Updates to Cars  ,0.0,0.0
"I'm afraid I don't have much (acttually, zero) interest in cars and even less in programmes about 'em",0.0,0.0
We Don't Pray for Love.. We Just Pray for Cars .. … .,0.0,0.0
"If you just went with the pics and corresponding narrative, you'd be led to conclude that the NYPD has loaded down smart cars with sand.",0.0,0.0
Self-driving cars will exacerbate organ shortages   …,0.0,1.0
'Simulated+Unsupervised': Apple eyes self-driving cars in first AI paper -  ,0.0,0.0
And yet cars are likely to be burnt. Through with that!,0.0,1.0
"Front end of a modern Formula One "" """,0.0,0.0
"Deep down, we don't really want more goodies, toys, or cars - we want what they will bring us, to feel whole and content."" """,0.0,2.0
Blockchain and self-driven cars : Are we ready to welcome the future? -  ,0.0,0.0
"They really improved the graphics since my day, and added cars apparently.",0.0,1.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
I've gotten parking warnings from Gates Four on each of the cars my family has does anyone wanna switch license plates for the night,0.0,3.0
Self-driving cars will exacerbate organ shortages  ,1.0,1.0
"Science and global warming doesn't exist, but il take the cars and microwaves",0.0,1.0
make u no shiver..buy toy cars den take dash kiddies u wey waky3 cars petrol free cars sef  s/815288719049719809 …,1.0,2.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
Race cars and weed jars.,0.0,0.0
we are moving cars !!! State of NH approved more Plates for us!! cars … .,0.0,0.0
Wow noisey car is unbearable so much so I'm finding other New cars are eecting us too drive these they're dangerous Shakey Normal? theysay,0.0,0.0
From his answer to Bob Woodward I suspect thinks Abe Lincoln is the guy whose company makes those Towne cars .,0.0,0.0
Car Rental in Amman Jordan with Monte Carlo.:   via,0.0,0.0
"I liked a video from   GTA Online Funny Moments - Flying Cars , Ramp Cars , and Rocket",0.0,0.0
Self-driving cars will exacerbate organ shortages . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html … (cmts  … ),0.0,0.0
"The opposite, we don't even have regular cars anymore. New laws state you must piggyback your closest relative when travelling on roads",0.0,0.0
"DEBKAFile: ISIS's suicide bombers in cars & on foot have inflicted crippling losses on Iraq's elite forces, re Mosul . Propping-up-US-Iraqi-Mosul-flop-eed-Baghdad …",0.0,0.0
cars are so confusing! They really just do whatever tf they want and they can bc no one is gonna teach a cat,0.0,0.0
Racing and restoring awesome cars in . It's FREE!  ,0.0,0.0
some of y'all act like yalls cars don't be loud af  tus/815328932027367424 …,0.0,0.0
Aventador Photo by IG super_ cars _europe,2.0,6.0
Please drive safely this evening! There will be many cars on the road so staying focused is a must.,0.0,0.0
Please drive safely this evening! There will be many cars on the road so staying focused is a must.,0.0,0.0
Are there hover cars in the future?,0.0,0.0
Please drive safely this evening! There will be many cars on the road so staying focused is a must.,0.0,0.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
Oh I know let me just turn my hazards on and stop in front of a neighbourhood and block the entire lane of cars rather than pulling fucking,0.0,1.0
Leave yall cars locked tonight,1.0,1.0
I know nothing about cars .,0.0,6.0
Lexus ES 400 Portland Craigslist Cars with Blown Head Gasket  ,0.0,0.0
The Cars play their first gig   ,0.0,0.0
"Deal of the year? Used Fiat e electric cars at 6,500? - Green Car Reports  ",0.0,0.0
lmao no I'm not I just like learning about cars and working on them I don't care what car I have,0.0,1.0
"> Rockets being shot into windows > Cars being shot at, alarms going off > Ambulance every -5 minutes Yep it's new year's",1.0,6.0
MAKE SURE YOU GUYS PARK IN THE GRASS BEHIND MY BARNS SO THERE IS ROOM FOR EVERYBODY AND NOT CARS IN MY DRIVEWAY PLS/THANK U,0.0,10.0
I've been in the drive thru for minutes now and I'm still cars back from the window. Annoyed and hungry.,0.0,0.0
Jalopnik Florida Man Attacks Car Salesman With A Golf Club | Lifehacker The Cars People Regret Buyin  ,0.0,0.0
chasing cars love the song,0.0,1.0
At least cars posted up for Look-Ho-Ho NYE chow.,0.0,6.0
Self-driving cars will exacerbate organ shortages  ,0.0,0.0
Self-driving cars will exacerbate organ shortages L: . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html … C:  …,0.0,0.0
Nxggas cars be making all that noise but don't go nowhere.,1.0,2.0
"I've seen at least cars now, like wth man",0.0,0.0
Now playing: Cars - Since You're Gone - Hear it now at   wave80hits.com,0.0,1.0
First ever 'Made in Ghana' cars are built to survive anything  ,1.0,0.0
Self-driving cars will exacerbate organ shortages unless we start preparing now: . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html?wpsrch_all_mob_tw_top … via,0.0,0.0
In Fort Thomas it is against the for dogs to molest cars !  ,0.0,1.0
Porsche cars on a tour of Tuscany; sign us up! (video) . e-cars-tour-tuscany/63209/ … |  twibble.io,0.0,0.0
Living on a bumpy dirt road definitely does nothing good for my cars health,0.0,4.0
Cars broken into at Troy car dealership -  s-broken-into-at-troy-car-dealership/ …,0.0,0.0
Volvo High End Series Cars to Come Pre-Equipped With Skype . -series-cars-to-come-pre-equipped-with-skype/ …,0.0,0.0
Tesla Rolling Out Autopilot Software Updates to Cars - Bloomberg  ,0.0,0.0
"dirty scams just like there shitty cars they sell too eensive, but all dummies buy them  d/status/815333523225767937 …",0.0,0.0
cop cars just flew the fuck down nd. WHAT'S GOING ON,0.0,1.0
I liked a video from   Luxurious Japanese Mafia Cars,0.0,0.0
"Remember to pay attention to other cars tonight, lots of selfish drivers out there",0.0,1.0
In Fort Thomas it is against the for dogs to molest cars !  ,0.0,1.0
Do you miss the days everyone had different cars & engines? My st Indy w/dad bout yrs i cried so scared of stock block car!,0.0,0.0
all the best cars start with ...except for Peugeots,0.0,0.0
Cars Toon - Stasera alle :20 su   staseraintvu.it,0.0,0.0
A very kind soul paid for all of the cars ' orders in the Starbucks drive through happy new year!,0.0,16.0
Disney/Pixar win court case against Chinese Cars rip-off The Autobots:  ,0.0,0.0
"Knives can become weapons, Cars can become weapons, Guns ARE weapons. That's a big distinction in my mind.",0.0,0.0
So my dad is a traffic officer and his job is to give tickets to speeders.. he spends his days clocking cars from a long distance away with,0.0,1.0
IS HERE! SHERLOCK • RICK AND MORTY • SPIDERMAN HOMECOMING • THOR RAGNAROK • STAR WARS EPISODE • GUARDIANS OF THE GALAXY • CARS,0.0,3.0
"business: Tesla is rolling out autopilot software updates to ,000 cars  ",0.0,0.0
eBay: Ford Mustang Classic Ford Mustang Convertable     usdeals.rssdata.net,0.0,2.0
SOS need someone who knows a lot ab cars to take a drive to Youngstown w me before i leave,0.0,0.0
CEO of German auto supplier says jobs will be lost in shift to electric cars  ,0.0,0.0
Race Cars : the Extreme Rally is years old today !   -the-extreme-rally …,0.0,1.0
We Would Like To Wish All Our Customers Old & New a Happy New Year! Hope You All Have A Prosperous New Year! ...  ,0.0,0.0
We have flying cars now!,0.0,2.0
motorcycles and girls,0.0,0.0
Today in cars .  us/814936715966214146 …,0.0,0.0
I liked a video   Cars You Should Never LS (V8) Swap,0.0,0.0
"just wait till they make sustainable cars "" that episode was great""",0.0,0.0
Here are our favourite test cars of the year! Take a look and ! . a9dAA …,0.0,0.0
"About to go test drive some cars , need a family car instead of my mustang",0.0,2.0
Car Hire at AMM Queen Alia International Airport - Monte Carlo:   via,0.0,0.0
Racing and restoring awesome cars in . It's FREE!  ,0.0,0.0
exclusive: 排他的な、専用の /We have the exclusive right to sell them.: それらを売る独占権が私たちにはある。/ cars for the exclusive use of women: 女性専用車両,0.0,0.0
{Germany voted to replace all gas guzzlers with zero-emission cars by } They also launched the world’s first hy…,0.0,0.0
Didn't mean to ruin the festive spirit but some of us struggle very much to run cars . Anyway..Happy New Year lol,0.0,0.0
Self-Driving Cars Will Exacerbate Organ Shortages Unless We Start Preparing Now  ,0.0,0.0
lol drive by there n see all them undercover cars they gone be using tn,0.0,0.0
I liked a video   How Its Made Dream Cars - Ultima Evolution - Full Car Documentary,0.0,0.0
We will start seeing new cars with the plates.,0.0,0.0
"at least police cars have zoomed past, lights ablaze. Im happy now.",0.0,0.0
"stop making new cars !!!! We need new sounds, weather, tyres, etc. Dollar is your lastname.",5.0,12.0
Please RT if you like!! Solar-powered cars could...  ,0.0,0.0
grey's anatomy ruined chasing cars and how to save a life for me  /status/815249594762272770 …,0.0,0.0
y'all better sleep in ur cars before you think about drinking and driving,4.0,10.0
"Ok, cultural appropriation is cool. I give you back the dreds & rap, you quit using electricity, medicine, cars & firearms. Call it even...",0.0,0.0
this is gorgeous and also I hope none of those cars catch on fire,0.0,0.0
"I would feel a lot better about self-driving cars , if self-flushing toilets didn't flush as soon as I sit down.",3.0,3.0
There is a line of cars EIGHT DEEP to get a car wash. It's the fucking winter.,0.0,0.0
Best line 'they already have driverless cars - Asian women'  us/815334860105646081 …,13.0,38.0
See what had to say about Navdy blazing trails for smarter cars in :  ,4.0,6.0
Are these cars hackable? Perhaps the Russians can help.,0.0,0.0
Cute and cars  atus/814842651514019841 …,1.0,3.0
Dodge Viper (ACR) and Alfa C are amazing cars that no one wants. Except me.  tatus/815333725785493505 …,0.0,1.0
SAME thing happened to me in October! But the guy totaled both of our cars .,0.0,0.0
’80s American Turbocharged Cars You May Not Know About - . rican-turbocharged-cars-you-may-not-know-about/ …,1.0,3.0
Sadly Bumble was involved in an altercation with other cars this morning. this puts a big cloud over our charity work.,0.0,0.0
"Chemical Guys MIC_507_06 Professional Grade Premium Microfiber Towel, ""   """,0.0,0.0
Chasing Cars - Snow Patrol | Alternative |152267584   - ?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
"Self-Driving Cars Are Here, Are You Ready?  ",0.0,1.0
I always see a lot of girls pose in pics on social sites with hot etic sports cars I seriously doubt are theirs. MF I own my Corvette.,0.0,0.0
"Dude, then you should sooooo hurry up: WE HAVE FLYING CARS IN !!! (also,*THIS* is the year of Linux oh the desktop!",0.0,0.0
"I like small cars , why do you think I love my old VW so much? Yaris' are actually nicer then ud think.",0.0,0.0
My friends out here buying cars and apartments and then its just me brokey mcbroke broke lol,1.0,2.0
I've flipped cars already because of this!,0.0,1.0
Disney Wins Chinese Copyright Suit In ' Cars ' vs 'Autobots' - Carscoops (blog) (0 visits)  ,0.0,0.0
Disney Wins Chinese Copyright Suit In ' Cars ' vs 'Autobots' - Carscoops (blog) (0 visits) . =64673&db=news&utm_sourcelvr.it&utm_medium=%5Btwitter%5D …,0.0,0.0
"business: Tesla is rolling out autopilot software updates to ,000 cars  ",0.0,0.0
"... and Uruguayan drivers are usually considerate and friendly (beware cars with black Argentine plates--the drivers are crazy) ...""""",0.0,0.0
Report: Self-Driving Cars Can Be Hacked with 'Just 43 and a Laser Pointer' - Breitbart   via,1.0,1.0
I liked a video from   - AutoBuzz.my Best Cars of,0.0,0.0
"Self-Driving Cars Will Make Organ Shortages Even Worse"" . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html … """,0.0,0.0
"Carrera GO!!! - Disney Pixar Cars Neon Lightning McQueen"", escala :43 (20064000) Reviews -   ney-pixar-cars-neon-lightning-mcqueen-escala-143-20064000-reviews/ … """,0.0,0.0
To/Au US/EU: Cars /Auto: min Trucks/Camion:0 min.... To/Au Canada: Cars /Auto: min Trucks/Camion:0 min...,0.0,0.0
i hope on come awesomeness cars and happy you too,0.0,0.0
everyone please be careful in this weather tonight. many many cars in the ditches on I between lake charles & laffy,0.0,4.0
